"U_UCZELNIA_ID";"U_NAZWA_UCZELNI";"U_QS_CONTINUATION_RATE_1819";"U_QS_CONTINUATION_RATE_1920";"U_QS_CONTINUATION_RATE_2021";"U_QS_CONTINUATION_RATE_2122";"U_QS_N_ABS_1ST_1819";"U_QS_N_ABS_2ST_1819";"U_QS_N_ABS_JMGR_1819";"U_QS_N_ABS_DR_1819";"U_QS_N_PRACA_1ST_1819";"U_QS_N_PRACA_2ST_1819";"U_QS_N_PRACA_JMGR_1819";"U_QS_N_PRACA_DR_1819";"U_QS_N_BEZR_1ST_1819";"U_QS_N_BEZR_2ST_1819";"U_QS_N_BEZR_JMGR_1819";"U_QS_N_BEZR_DR_1819";"U_QS_N_STUD_1ST_1819";"U_QS_N_STUD_2ST_1819";"U_QS_N_STUD_JMGR_1819";"U_QS_N_STUD_DR_1819";"U_QS_N_UNABLE_1ST_1819";"U_QS_N_UNABLE_2ST_1819";"U_QS_N_UNABLE_JMGR_1819";"U_QS_N_UNABLE_DR_1819";"U_QS_N_ABS_1ST_1920";"U_QS_N_ABS_2ST_1920";"U_QS_N_ABS_JMGR_1920";"U_QS_N_ABS_DR_1920";"U_QS_N_PRACA_1ST_1920";"U_QS_N_PRACA_2ST_1920";"U_QS_N_PRACA_JMGR_1920";"U_QS_N_PRACA_DR_1920";"U_QS_N_BEZR_1ST_1920";"U_QS_N_BEZR_2ST_1920";"U_QS_N_BEZR_JMGR_1920";"U_QS_N_BEZR_DR_1920";"U_QS_N_STUD_1ST_1920";"U_QS_N_STUD_2ST_1920";"U_QS_N_STUD_JMGR_1920";"U_QS_N_STUD_DR_1920";"U_QS_N_UNABLE_1ST_1920";"U_QS_N_UNABLE_2ST_1920";"U_QS_N_UNABLE_JMGR_1920";"U_QS_N_UNABLE_DR_1920";"U_QS_N_ABS_1ST_2021";"U_QS_N_ABS_2ST_2021";"U_QS_N_ABS_JMGR_2021";"U_QS_N_ABS_DR_2021";"U_QS_N_PRACA_1ST_2021";"U_QS_N_PRACA_2ST_2021";"U_QS_N_PRACA_JMGR_2021";"U_QS_N_PRACA_DR_2021";"U_QS_N_BEZR_1ST_2021";"U_QS_N_BEZR_2ST_2021";"U_QS_N_BEZR_JMGR_2021";"U_QS_N_BEZR_DR_2021";"U_QS_N_STUD_1ST_2021";"U_QS_N_STUD_2ST_2021";"U_QS_N_STUD_JMGR_2021";"U_QS_N_STUD_DR_2021";"U_QS_N_UNABLE_1ST_2021";"U_QS_N_UNABLE_2ST_2021";"U_QS_N_UNABLE_JMGR_2021";"U_QS_N_UNABLE_DR_2021";"U_QS_N_ABS_1ST_2122";"U_QS_N_ABS_2ST_2122";"U_QS_N_ABS_JMGR_2122";"U_QS_N_ABS_DR_2122";"U_QS_N_PRACA_1ST_2122";"U_QS_N_PRACA_2ST_2122";"U_QS_N_PRACA_JMGR_2122";"U_QS_N_PRACA_DR_2122";"U_QS_N_BEZR_1ST_2122";"U_QS_N_BEZR_2ST_2122";"U_QS_N_BEZR_JMGR_2122";"U_QS_N_BEZR_DR_2122";"U_QS_N_STUD_1ST_2122";"U_QS_N_STUD_2ST_2122";"U_QS_N_STUD_JMGR_2122";"U_QS_N_STUD_DR_2122";"U_QS_N_UNABLE_1ST_2122";"U_QS_N_UNABLE_2ST_2122";"U_QS_N_UNABLE_JMGR_2122";"U_QS_N_UNABLE_DR_2122";"U_QS_STUDENT_ENTREPRENEURSHIPS_1819";"U_QS_STUDENT_ENTREPRENEURSHIPS_1920";"U_QS_STUDENT_ENTREPRENEURSHIPS_2021";"U_QS_STUDENT_ENTREPRENEURSHIPS_2122";"U_QS_ME_SALARY_1ST_1819";"U_QS_ME_SALARY_2ST_1819";"U_QS_ME_SALARY_JMGR_1819";"U_QS_ME_SALARY_DR_1819";"U_QS_ME_SALARY_1ST_1920";"U_QS_ME_SALARY_2ST_1920";"U_QS_ME_SALARY_JMGR_1920";"U_QS_ME_SALARY_DR_1920";"U_QS_ME_SALARY_1ST_2021";"U_QS_ME_SALARY_2ST_2021";"U_QS_ME_SALARY_JMGR_2021";"U_QS_ME_SALARY_DR_2021";"U_QS_ME_SALARY_1ST_2122";"U_QS_ME_SALARY_2ST_2122";"U_QS_ME_SALARY_JMGR_2122";"U_QS_ME_SALARY_DR_2122";"U_GRUP_UNEMPLOYMENT_1ST_1819";"U_GRUP_UNEMPLOYMENT_MGR_1819";"U_GRUP_UNEMPLOYMENT_DR_1819";"U_GRUP_UNEMPLOYMENT_1ST_1920";"U_GRUP_UNEMPLOYMENT_MGR_1920";"U_GRUP_UNEMPLOYMENT_DR_1920";"U_GRUP_UNEMPLOYMENT_1ST_2021";"U_GRUP_UNEMPLOYMENT_MGR_2021";"U_GRUP_UNEMPLOYMENT_DR_2021";"U_GRUP_UNEMPLOYMENT_1ST_2122";"U_GRUP_UNEMPLOYMENT_MGR_2122";"U_GRUP_UNEMPLOYMENT_DR_2122";"U_UMULTI_UNEMPLOYMENT_1ST_1819";"U_UMULTI_UNEMPLOYMENT_2ST_1819";"U_UMULTI_UNEMPLOYMENT_JMGR_1819";"U_UMULTI_UNEMPLOYMENT_1ST_1920";"U_UMULTI_UNEMPLOYMENT_2ST_1920";"U_UMULTI_UNEMPLOYMENT_JMGR_1920";"U_UMULTI_UNEMPLOYMENT_1ST_2021";"U_UMULTI_UNEMPLOYMENT_2ST_2021";"U_UMULTI_UNEMPLOYMENT_JMGR_2021";"U_UMULTI_UNEMPLOYMENT_1ST_2122";"U_UMULTI_UNEMPLOYMENT_2ST_2122";"U_UMULTI_UNEMPLOYMENT_JMGR_2122";"U_UMULTI_REGION_1ST_1819";"U_UMULTI_REGION_2ST_1819";"U_UMULTI_REGION_JMGR_1819";"U_UMULTI_REGION_1ST_1920";"U_UMULTI_REGION_2ST_1920";"U_UMULTI_REGION_JMGR_1920";"U_UMULTI_REGION_1ST_2021";"U_UMULTI_REGION_2ST_2021";"U_UMULTI_REGION_JMGR_2021";"U_UMULTI_REGION_1ST_2122";"U_UMULTI_REGION_2ST_2122";"U_UMULTI_REGION_JMGR_2122";"U_UMULTI_N_18";"U_UMULTI_N_19";"U_UMULTI_N_20";"U_UMULTI_N_21";"U_UMULTI_N_22";"U_UMULTI_NFIRM_20";"U_UMULTI_NFIRM_21";"U_UMULTI_NFIRM_22";"U_UMULTI_NFIRM_23"
2197;"Śląska Wyższa Szkoła Medyczna w Katowicach";42,5;44,8;41,1;33,9;292;218;0;0;210;180;0;0;13;6;0;0;50;2;0;0;2;3;0;0;239;88;0;0;177;72;0;0;5;3;0;0;40;1;0;0;2;5;0;0;372;180;0;0;264;154;0;0;16;9;0;0;61;2;0;0;5;2;0;0;495;162;0;0;325;144;0;0;14;2;0;0;96;2;0;0;10;1;0;0;69;40;73;94;2436,06;2380,16;;;2674,9;2477,08;;;2852,45;2894,05;;;3313,65;3524,7;;;3,8;4,1;;7,1;5,7;;5,6;8,3;;3,2;4,3;;6,8;2,9;;0,8;3,5;;4,9;5,3;;3,5;1,3;;64,4;70,2;;66,1;64,8;;61,2;73,2;;59,3;67,1;;441;395;489;546;599;115;138;153;186
2198;"Podkowiańska Wyższa Szkoła Medyczna im. Zofii i Jonasza Łyko w Podkowie Leśnej";36,7;60;33,3;;30;0;0;0;18;0;0;0;2;0;0;0;7;0;0;0;1;0;0;0;10;0;11;0;4;0;9;0;1;0;0;0;3;0;0;0;0;0;0;0;3;0;10;0;1;0;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;4024,45;;;;2981,25;;5433,06;;;;4729,02;;;;;;6,7;;;10;0;;0;10;;;;;0;;;;;0;;;12,5;;;;36,7;;;20;;27,3;0;;70;;;;23;30;20;8;0;5;1;2;2
2199;"Wyższa Szkoła COSINUS w Łodzi";30,4;18,8;23,1;27,8;23;0;0;0;21;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;16;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;15;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;3838,28;;;;4519,45;;;;4746,04;;;;4573,17;;;;4,3;;;6,2;;;7,7;;;5,6;;;5,6;;;0;;;9,1;;;7,7;;;87;;;93,8;;;92,3;;;72,2;;;19;18;15;14;27;1;0;2;2
2202;"Wyższa Szkoła Artystyczna w Warszawie";21,4;39,3;25;14;42;0;0;0;19;0;0;0;4;0;0;0;7;0;0;0;0;0;0;0;28;0;0;0;15;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;36;0;0;0;18;0;0;0;2;0;0;0;5;0;0;0;1;0;0;0;43;0;0;0;29;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;2;3;1;6;2838,55;;;;2499,65;;;;3272,62;;;;3894,84;;;;0;;;7,1;;;0;;;4,7;;;12,1;;;5,9;;;7,1;;;2,9;;;31,7;;;35,7;;;27,8;;;48,8;;;22;42;28;36;43;5;8;8;10
2203;"Wyższa Szkoła Inżynierii Gospodarki w Słupsku";11,1;0;0;0;9;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3745,57;;;;3000;;;;4908,2;;;;5651,28;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;77,8;;;62,5;;;71,4;;;55,6;;;12;8;8;6;12;1;1;1;0
2205;"Wyższa Szkoła Uni-Terra z siedzibą w Poznaniu";25,7;45,8;63,2;33,3;35;0;0;0;26;0;0;0;1;0;0;0;1;0;0;0;3;0;0;0;72;0;0;0;56;0;0;0;1;0;0;0;8;0;0;0;1;0;0;0;38;0;0;0;26;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;27;0;0;0;20;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;2;5;4;3;2872,65;;;;2931,99;;;;2993;;;;4436,59;;;;8,6;;;1,4;;;0;;;3,7;;;0;;;2,3;;;0;;;0;;;60;;;65,3;;;55,3;;;50;;;38;21;68;52;13;8;6;12;9
2208;"Prywatna Wyższa Szkoła Ochrony Środowiska w Radomiu";51,4;0;18,2;26,9;74;47;0;0;63;43;0;0;1;0;0;0;7;2;0;0;1;0;0;0;9;52;0;0;8;46;0;0;0;1;0;0;1;1;0;0;0;0;0;0;22;77;0;0;21;67;0;0;0;1;0;0;0;5;0;0;0;0;0;0;52;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;5;3;5;1;4488,51;4683,34;;;5874,14;4366,2;;;5312,77;5779,28;;;5619,35;;;;1,4;2,1;;0;3,8;;9,1;0;;1,9;;;0;0;;;2,3;;0;2,2;;0;;;52,7;19,1;;11,1;30,8;;63,6;26,3;;30,8;;;54;109;69;124;18;12;8;10;7
2213;"Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie";47,5;47,5;38,6;36,4;772;487;254;0;364;363;191;0;21;9;10;0;176;5;3;0;3;6;6;0;781;484;217;0;357;362;159;0;19;3;20;0;179;5;2;0;3;8;3;0;854;497;228;2;392;400;166;2;14;4;11;0;163;3;2;0;3;4;3;0;986;463;315;0;454;329;264;0;16;13;8;0;184;6;6;0;6;6;2;0;90;88;109;133;3425,2;4470,2;2800;;3362,76;4738,25;3181,04;;3709,15;4509,33;3491,38;;4676,03;5109,68;5533,93;;2,6;5,5;;3,7;5,1;;3;4,8;;2,6;3;;2,2;1,9;4;2,9;0,6;9,6;2,1;0,8;4,5;2,2;2,9;2,6;37,9;62,5;46,1;37,4;64,3;50;38,3;69,6;50;36,7;56,8;60,8;1731;1592;1466;1466;1711;215;227;234;292
2214;"Sopocka Szkoła Wyższa z siedzibą w Sopocie";34,5;52,3;39,1;36;139;102;0;0;90;51;0;0;5;2;0;0;26;1;0;0;3;2;0;0;88;74;0;0;62;45;0;0;5;3;0;0;9;6;0;0;1;0;0;0;207;46;0;0;143;39;0;0;4;2;0;0;29;0;0;0;2;0;0;0;186;64;0;0;135;52;0;0;3;1;0;0;30;0;0;0;4;0;0;0;17;13;17;27;3719,68;3896,64;;;3041,35;3604,39;;;3899,09;4415,13;;;4612,06;4763,08;;;5;1;;4,5;4,1;;2,9;4,3;;1,1;1,6;;6,2;2,1;;7,5;4,5;;0,9;4,4;;2,5;1,6;;48,2;41,2;;51,1;47,3;;53,6;69,6;;58,1;68,8;;104;252;166;251;269;35;35;43;54
2215;"Wyższa Szkoła Języków Obcych im. Samuela Bogumiła Lindego z siedzibą w Poznaniu";48,6;48,1;46,7;44,6;138;66;0;0;69;54;0;0;5;0;0;0;36;1;0;0;2;2;0;0;106;45;0;0;65;41;0;0;7;0;0;0;25;1;0;0;2;1;0;0;135;38;0;0;77;33;0;0;5;0;0;0;34;0;0;0;1;1;0;0;213;58;0;0;108;47;0;0;4;0;0;0;57;2;0;0;3;1;0;0;14;12;15;15;3097,52;3501,01;;;3075,89;4631,56;;;3643,82;4727,31;;;4088,23;5239,36;;;4,3;1,5;;3,8;4,4;;4,4;0;;2,8;0;;3,8;0;;9,8;0;;4,4;0;;3,3;0;;41,3;66,7;;39,6;77,8;;41,5;71,1;;36,2;58,6;;191;175;165;212;203;31;22;28;37
2216;"Wyższa Szkoła Ekonomii i Informatyki w Krakowie";27,1;23,4;28,7;23,1;166;0;0;0;117;0;0;0;11;0;0;0;14;0;0;0;1;0;0;0;171;0;0;0;146;0;0;0;5;0;0;0;8;0;0;0;2;0;0;0;282;0;0;0;221;0;0;0;7;0;0;0;31;0;0;0;4;0;0;0;329;0;0;0;255;0;0;0;4;0;0;0;39;0;0;0;1;0;0;0;12;29;58;62;4143,31;;;;4638,59;;;;5221,62;;;;5743,98;;;;5,4;;;1,8;;;2,8;;;2,1;;;6,8;;;3,2;;;3;;;1,2;;;59,4;;;70,8;;;66,7;;;64,6;;;152;181;179;276;346;48;68;104;138
2217;"Wyższa Szkoła Zdrowia, Urody i Edukacji w Poznaniu";42,9;48,8;43,9;40,4;266;89;0;0;163;68;0;0;17;4;0;0;56;3;0;0;5;3;0;0;336;140;0;0;223;112;0;0;9;9;0;0;66;0;0;0;3;4;0;0;367;127;0;0;213;96;0;0;5;6;0;0;102;4;0;0;5;7;0;0;314;189;0;0;175;158;0;0;5;9;0;0;88;2;0;0;0;1;0;0;45;90;79;84;2211,6;2193,68;;;2593,82;2721,98;;;2864,96;2871,72;;;3243,39;3408,1;;;4,9;4,5;;3,6;4,3;;3;7,1;;2,2;6,3;;9,1;4,9;;3,7;6,7;;2,6;5;;1,2;5,1;;45,3;51,1;;49,4;48,9;;38,7;53,5;;42,7;54,5;;345;355;478;492;503;137;156;205;202
2218;"Szczecińska Szkoła Wyższa Collegium Balticum w Szczecinie";67,4;84,4;64,7;61,5;172;299;0;0;138;251;0;0;7;13;0;0;16;1;0;0;4;11;0;0;109;154;0;0;95;133;0;0;2;7;0;0;12;2;0;0;3;4;0;0;139;246;0;0;121;214;0;0;3;6;0;0;9;1;0;0;1;10;0;0;96;194;0;0;82;170;0;0;0;4;0;0;5;1;0;0;1;2;0;0;16;8;12;11;3756,29;3984,83;;;4196,85;4230,11;;;4625,34;4324,33;;;5123,96;5430,31;;;4,7;4;;0,9;4,5;;2,9;3,7;;2,1;0,5;;3,5;3,5;;4,5;3,6;;0;2,7;;0;1,6;;77,8;77,2;;78,9;81;;81,3;81,5;;78,1;77,7;;348;373;315;366;277;32;29;20;22
2219;"Wyższa Szkoła Inżynieryjno-Ekonomiczna w Rzeszowie";31,6;32,4;46,2;16;38;41;0;0;24;28;0;0;6;2;0;0;3;0;0;0;1;2;0;0;34;23;0;0;28;21;0;0;3;0;0;0;0;0;0;0;0;1;0;0;26;0;0;0;19;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;25;12;0;0;21;11;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;3;4;3;2484,17;2830,38;;;2974,51;3554,37;;;3373,91;;;;3797,53;3989,27;;;7,9;4,9;;8,8;4,3;;0;;;0;0;;20;5;;9,5;0;;0;;;0;0;;52,6;51,2;;76,5;65,2;;65,4;;;79,2;83,3;;127;68;52;25;37;14;10;8;8
2222;"Wyższa Szkoła Zawodowa Kosmetyki i Pielęgnacji Zdrowia w Warszawie";;;;;2;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;33,3;;;;;;;;;;;117;0;0;0;0;30;0;0;0
2223;"Wyższa Szkoła Biznesu - National Louis University z siedzibą w Nowym Sączu";35,8;34,8;45,4;30,7;123;150;49;0;84;107;46;0;5;6;1;0;12;0;0;0;2;1;0;0;138;138;55;0;86;105;46;0;5;7;3;0;14;1;1;0;0;5;1;0;130;120;70;0;98;93;62;0;5;2;1;0;13;1;0;0;2;3;0;0;176;140;118;0;118;106;95;0;4;2;1;0;14;1;1;0;2;1;3;0;32;36;30;40;3957,22;3966,89;4243,62;;3522,84;3893;4598,23;;4601,31;3991,45;5390,25;;5013,1;5007,09;5520,51;;4,1;4;;4,3;7,8;;2,3;1,1;;3,4;2,7;;3,8;4,1;0;5,4;5,2;5,8;2,7;1,8;1,5;2,5;1,5;0,9;63,1;41,5;67,3;52,2;56,9;36,4;69;59,7;54,3;58;58,6;39;374;292;330;330;444;55;74;68;83
2230;"Górnośląska Wyższa Szkoła Przedsiębiorczości im. Karola Goduli w Chorzowie";11,5;22,6;21,1;12,9;78;0;0;0;62;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;93;0;0;0;76;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;109;0;0;0;90;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;85;0;0;0;68;0;0;0;3;0;0;0;2;0;0;0;2;0;0;0;6;8;7;7;4801,93;;;;4176,89;;;;4016,76;;;;4173,94;;;;2,6;;;1,1;;;0,9;;;2,4;;;1,4;;;1,3;;;0;;;4,3;;;62,8;;;73,3;;;72,5;;;73,8;;;70;67;99;108;100;10;20;16;18
2231;"Powiślańska Szkoła Wyższa";51,1;46,1;44,8;53,8;223;0;0;0;206;0;0;0;3;0;0;0;9;0;0;0;1;0;0;0;165;42;0;0;155;41;0;0;1;0;0;0;6;0;0;0;2;1;0;0;165;69;0;0;154;63;0;0;2;0;0;0;3;0;0;0;1;0;0;0;210;85;0;0;196;80;0;0;0;0;0;0;7;1;0;0;0;0;0;0;44;49;37;42;4169,61;;;;4627,48;5752,97;;;5324,16;6687;;;6032,84;7965,1;;;1,8;;;0,6;2,4;;1,8;0;;0;0;;3;;;1,1;0;;0;0;;0;0;;33,6;;;37,6;50;;42,4;42;;43,8;44,7;;224;206;207;234;332;99;92;90;89
2232;"Wyższa Szkoła Integracji Europejskiej w Szczecinie";33,3;8,5;39,2;28,6;6;17;0;0;6;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;21;0;0;30;20;0;0;2;0;0;0;4;0;0;0;1;0;0;0;102;0;0;0;70;0;0;0;3;0;0;0;15;0;0;0;1;0;0;0;105;0;0;0;61;0;0;0;2;0;0;0;21;0;0;0;0;0;0;0;0;11;20;15;3186,67;4308,68;;;1978,26;5500,54;;;3111,81;;;;3206,81;;;;16,7;0;;12,8;0;;1;;;4,8;;;0;0;;2,6;0;;4,5;;;2,7;;;100;82,4;;53,2;89,5;;62,4;;;56,2;;;47;21;67;102;105;7;12;34;44
2233;"Lingwistyczna Szkoła Wyższa w Warszawie";40,6;20;;33,3;96;45;0;0;58;36;0;0;1;1;0;0;16;1;0;0;4;0;0;0;10;1;0;0;5;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;2;0;0;3579,73;4209,03;;;2930,11;;;;;;;;;;;;1;0;;10;;;;;;0;;;0;0;;0;;;;;;;;;30,5;51,1;;10;;;;;;66,7;;;112;141;1;0;4;19;9;0;0
2234;"Wyższa Szkoła Kultury Fizycznej i Turystyki imienia Haliny Konopackiej w Pruszkowie";69,8;77,1;74,6;56,6;106;32;0;0;93;30;0;0;1;1;0;0;11;0;0;0;1;0;0;0;105;65;0;0;84;59;0;0;0;0;0;0;13;0;0;0;1;3;0;0;71;80;0;0;61;70;0;0;0;3;0;0;9;0;0;0;0;1;0;0;83;95;0;0;68;86;0;0;0;1;0;0;11;0;0;0;0;0;0;0;13;9;13;11;3409,45;4448,65;;;3783,36;4266,06;;;4381,38;4832,66;;;5415,84;4782,79;;;0,9;0;;1;1,5;;0;0;;1,2;1,1;;0;3,1;;0;0;;0;3,9;;0;1,1;;22,6;37,5;;28,6;33,8;;38;23,8;;36,6;26,3;;116;138;176;147;178;25;25;22;31
2237;"Wyższa Szkoła Bankowa w Warszawie";46;42,3;35,1;46,8;139;174;0;0;108;155;0;0;3;3;0;0;12;2;0;0;3;4;0;0;196;183;0;0;143;163;0;0;7;6;0;0;21;1;0;0;1;7;0;0;188;182;0;0;153;157;0;0;3;5;0;0;16;5;0;0;7;5;0;0;374;250;0;0;296;226;0;0;6;2;0;0;35;2;0;0;3;4;0;0;8;13;13;35;4359,65;4259,51;;;4700,74;4503,04;;;4691,13;5165,35;;;5045,42;6003,94;;;2,9;1,1;;4,1;4,4;;1,6;1,6;;1,6;0,8;;1,4;2,1;;7;3,1;;0;3,1;;2,2;0,5;;49,3;57,6;;50;60;;55,5;52;;44,6;48,6;;121;310;451;388;937;14;27;41;87
2240;"Wyższa Szkoła Kosmetyki i Nauk o Zdrowiu w Łodzi";54,5;76,1;58;56,8;55;43;0;0;41;29;0;0;3;7;0;0;6;1;0;0;0;1;0;0;46;14;0;0;25;7;0;0;2;2;0;0;14;0;0;0;1;0;0;0;112;38;0;0;73;29;0;0;9;3;0;0;22;1;0;0;1;0;0;0;111;53;0;0;70;40;0;0;5;3;0;0;28;1;0;0;0;2;0;0;20;6;26;27;2388,32;1845,75;;;2693,92;2680,94;;;2696,67;2803,35;;;3250;3336,67;;;3,6;9,3;;6,5;0;;5,4;7,9;;6,3;5,7;;4,2;13,9;;8,3;14,3;;6,4;8,6;;6,1;4,2;;60;60,5;;50;35,7;;58;60,5;;52,3;52,8;;71;91;91;123;164;32;33;42;47
2241;"Wyższa Szkoła Przedsiębiorczości imienia Księcia Kazimierza Kujawskiego z siedzibą w Inowrocławiu";30;16,7;10;23,1;50;0;0;0;47;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;12;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;10;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;3804,46;;;;3873,82;;;;4745,88;;;;5609,71;;;;0;;;0;;;0;;;0;;;2,7;;;0;;;0;;;0;;;78;;;90;;;100;;;76,9;;;83;15;12;12;11;8;0;0;0
2242;"Uczelnia Społeczno-Medyczna w Warszawie";43,2;54,1;55,4;58,6;74;42;0;0;55;34;0;0;1;2;0;0;17;0;0;0;2;0;0;0;74;98;0;0;54;90;0;0;2;2;0;0;12;4;0;0;1;3;0;0;65;99;0;0;55;85;0;0;2;3;0;0;7;5;0;0;2;4;0;0;70;85;0;0;50;74;0;0;4;1;0;0;11;0;0;0;1;1;0;0;11;14;20;12;3193,9;3370,61;;;3099,49;3717,09;;;3679,2;3936,54;;;4290,75;4887;;;4,1;2,4;;6,8;1;;1,5;5,1;;7,1;0;;0;3,1;;2,9;2,4;;6,9;2,5;;10,3;0;;50;50;;40,5;52,6;;53,8;39,8;;34,8;43,5;;0;120;168;164;155;13;29;42;40
2244;"Wyższa Szkoła Społeczno-Gospodarcza z siedzibą w Przeworsku";38,3;58,5;46,8;32,7;60;0;0;0;31;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;82;0;0;0;53;0;0;0;1;0;0;0;5;0;0;0;1;0;0;0;109;0;0;0;67;0;0;0;4;0;0;0;7;0;0;0;3;0;0;0;107;0;0;0;51;0;0;0;1;0;0;0;5;0;0;0;2;0;0;0;0;2;3;9;4334,36;;;;4101,9;;;;4270,27;;;;4924,37;;;;1,7;;;3,7;;;1,8;;;1,9;;;0;;;0;;;3,3;;;0;;;49,2;;;63,8;;;57,8;;;41,1;;;42;61;84;119;117;1;4;3;15
2245;"Wyższa Szkoła Humanistyczna we Wrocławiu";13;32,7;41,9;33,3;46;0;0;0;22;0;0;0;4;0;0;0;4;0;0;0;1;0;0;0;55;0;0;0;30;0;0;0;2;0;0;0;10;0;0;0;0;0;0;0;31;0;0;0;16;0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;15;0;0;0;8;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;4;6;5;4;2963,02;;;;2969,34;;;;2901,61;;;;4372,5;;;;4,3;;;0;;;12,9;;;0;;;10;;;4,8;;;5;;;10;;;41,3;;;30,9;;;22,6;;;46,7;;;48;46;62;25;16;15;15;16;7
2246;"Wyższa Szkoła Gospodarki w Bydgoszczy";48,3;40,6;40,9;48,4;495;263;0;0;348;195;0;0;19;8;0;0;52;5;0;0;7;1;0;0;557;231;0;0;411;172;0;0;18;13;0;0;45;7;0;0;10;7;0;0;513;332;0;0;374;280;0;0;18;4;0;0;30;1;0;0;6;3;0;0;500;359;5;0;398;322;5;0;8;4;0;0;41;2;0;0;3;6;0;0;36;35;44;56;3450,87;3649,11;;;4041,18;3769,86;;;4512,14;4901,09;;;5676,42;5837,8;;;3,6;3;;4,5;3;;3,5;1,5;;2,8;1,6;;4,1;3,4;;3,2;5,3;;2,8;1,2;;1,3;1,2;0;52,6;28,1;;50,7;28,6;;49,5;37;;57,1;35,8;80;796;820;767;799;827;93;91;83;96
2247;"Tarnowska Szkoła Wyższa z siedzibą w Tarnowie";56,2;74,5;73,4;54,9;48;42;0;0;35;40;0;0;4;0;0;0;4;0;0;0;0;1;0;0;47;55;0;0;40;53;0;0;0;2;0;0;5;0;0;0;0;0;0;0;94;95;0;0;67;87;0;0;4;2;0;0;22;0;0;0;1;2;0;0;71;85;0;0;48;72;0;0;0;2;0;0;15;1;0;0;1;1;0;0;4;4;6;3;2761,46;3632,45;;;3085;3904,26;;;3198,76;3585,29;;;3428,56;4505,9;;;8,3;0;;2,1;1,8;;6,4;2,1;;1,4;4,7;;13;0;;0;4,1;;4,5;2,3;;0;2,4;;64,6;69;;74,5;74,1;;57,4;61,1;;52,9;64,7;;43;97;104;182;155;5;8;11;10
